UID,Fullname,Version,Insurance
387,Inez Figueroa,2.2,Liberty Mutual
431,Bryan Barrett,2.7,State Farm
866,Marc Wheeler,1.1,Allstate Corp
116,Lillie Jones,2.6,Auto-Owners Insurance
707,Herman Yates,1.3,Auto-Owners Insurance
545,Elijah Bennett,2.4,Liberty Mutual
681,Callie Richards,2.1,Kemper
759,Gilbert Jefferson,2.3,Allstate Corp
234,Aaron Hardy,3.0,Kemper
279,Alex Cain,2.4,USAA
050,Bertha Fields,2.0,Auto-Owners Insurance
037,Nora Reeves,2.3,Kemper
225,Bernard Powell,1.3,State Farm
853,Aaron Watts,2.6,USAA
608,Estelle Love,2.0,Liberty Mutual
613,Rosalie Clark,2.2,Allstate Corp
366,Abbie Mendoza,4.0,Allstate Corp
662,Landon Myers,2.4,Auto-Owners Insurance
887,Ronnie Gibson,2.7,State Farm
696,Lida Conner,1.5,Allstate Corp
808,Patrick Weaver,1.2,Auto-Owners Insurance
348,Connor Thornton,2.5,Auto-Owners Insurance
710,Raymond Torres,2.2,USAA
578,Rosetta Fletcher,2.4,State Farm
946,Benjamin Moran,2.4,Progressive
712,Derek Hines,2.3,Travelers
218,Milton Harrington,2.2,State Farm
474,Cameron Dawson,2.6,USAA
996,Emily Munoz,1.5,Allstate Corp
635,Lester Vaughn,2.3,Travelers
841,Ricardo Morales,2.1,USAA
193,Luella Dawson,1.5,Travelers
586,Oscar Chambers,2.0,State Farm
485,Jeffery Bass,4.0,Liberty Mutual
103,Elizabeth Gonzalez,1.5,Progressive
723,Billy Lawson,2.9,Liberty Mutual
204,Adelaide Wells,1.5,USAA
375,Rosalie Buchanan,2.4,Auto-Owners Insurance
675,Dorothy Reid,1.1,Travelers
155,Fred Chandler,2.2,State Farm
826,Evan Gross,1.0,USAA
989,Allen Munoz,1.5,Liberty Mutual
740,Landon Powell,1.2,Kemper
268,Nina Norris,2.7,Travelers
550,Gary Turner,1.3,State Farm
302,Anne Powell,2.1,Allstate Corp
048,Bettie Hunt,3.0,Progressive
274,James Lawrence,1.2,Kemper
679,Benjamin Alexander,2.4,Kemper
991,Isaiah Weaver,3.0,State Farm
379,Elmer Cook,3.0,Kemper
369,Eric Peterson,1.1,USAA
984,Eleanor Wong,1.3,Kemper
898,Jon Reeves,3.0,USAA
602,Mario Boone,2.0,Liberty Mutual
213,Raymond Lyons,2.7,Progressive
198,Aiden Soto,1.5,Allstate Corp
087,Alejandro Baldwin,2.2,Progressive
105,Mable Burns,1.3,Travelers
366,Violet Curtis,1.2,USAA
663,Josephine Briggs,2.1,Allstate Corp
213,Gary Spencer,2.9,Liberty Mutual
457,Ryan Doyle,2.3,Kemper
941,Robert Davidson,2.6,Progressive
792,Jim Butler,4.0,Allstate Corp
378,Bruce Robinson,2.5,Travelers
659,Roy Austin,2.4,Progressive
917,Jennie Barnett,2.2,Auto-Owners Insurance
130,Patrick McCarthy,4.0,USAA
942,Arthur Gonzalez,2.6,Travelers
350,Jay Weber,4.0,Auto-Owners Insurance
841,Marvin Page,1.0,Travelers
179,Blanche Poole,1.0,State Farm
685,Randall Fuller,2.9,Kemper
122,Travis Richards,1.3,Allstate Corp
505,Vera Reeves,2.4,State Farm
884,Phillip Bell,2.4,Liberty Mutual
380,Carlos Harvey,2.0,USAA
680,Hulda Patterson,1.2,Kemper
672,Samuel Swanson,1.3,Progressive
280,Katherine Johnston,1.5,Kemper
066,Alma Yates,2.1,USAA
338,Bill Vasquez,2.9,Liberty Mutual
142,Isaac Cannon,2.2,Auto-Owners Insurance
349,Norman Joseph,2.3,State Farm
583,Patrick Bush,2.7,USAA
722,Steve McDaniel,2.6,Progressive
468,Matthew Buchanan,2.1,Auto-Owners Insurance
175,Lela Allison,2.6,USAA
570,Mario Miles,1.2,Progressive
767,Tom Coleman,2.5,State Farm
093,Lina Fletcher,2.3,Kemper
164,Rose Mills,2.1,Progressive
854,Mittie Bryan,2.2,Liberty Mutual
484,Oscar Castillo,4.0,Allstate Corp
348,Peter Porter,1.3,Kemper
070,Eleanor Sandoval,2.0,State Farm
268,Bobby Knight,2.0,Allstate Corp
532,Craig Jackson,1.0,Auto-Owners Insurance
485,Mina Frazier,1.2,Liberty Mutual
859,Kevin Nash,1.0,USAA
719,Curtis Bennett,2.5,Travelers
282,Maria Morris,1.3,State Farm
598,Victoria Jones,2.6,Kemper
156,Vera Drake,4.0,Kemper
485,Lela Maxwell,1.5,Kemper
040,Margaret Chambers,1.1,State Farm
194,Jeff Boone,2.0,Progressive
695,Evelyn Garrett,2.1,Liberty Mutual
232,Sarah Reynolds,1.1,Liberty Mutual
290,Allen Medina,2.5,Auto-Owners Insurance
509,Stephen Goodwin,1.2,Kemper
045,Rosetta Cobb,1.1,Kemper
455,Rhoda Hoffman,1.2,Liberty Mutual
027,Betty Shaw,2.3,Progressive
848,Katherine Hodges,2.7,Kemper
079,Grace Ballard,2.0,State Farm
272,Minnie Bowen,2.6,Travelers
932,Lydia Rogers,2.4,Allstate Corp
172,Adrian Torres,2.3,Allstate Corp
885,Peter Pittman,2.7,USAA
583,Walter Soto,1.0,Auto-Owners Insurance
605,Leon Clarke,3.0,Auto-Owners Insurance
048,Chase Wood,2.3,USAA
869,Jessie Rice,4.0,Progressive
143,Don Hernandez,2.9,Kemper
141,Lucy Saunders,1.2,Kemper
106,Jayden Manning,2.3,USAA
227,Dean Burns,1.5,USAA
684,Francis Pena,1.2,State Farm
948,Della Daniels,2.1,Allstate Corp
012,Ethel Clark,1.3,State Farm
833,Ian Hubbard,4.0,Liberty Mutual
544,Fannie Norris,2.2,Progressive
716,Fanny Ramsey,2.1,Allstate Corp
750,Chester Hodges,1.5,USAA
438,Jerry Chambers,1.1,State Farm
156,Norman Rios,2.7,State Farm
295,Lizzie Cook,1.1,Progressive
055,Matilda Griffin,2.0,Travelers
269,Abbie Warren,2.9,Kemper
817,Tony Carr,2.9,Progressive
234,Oscar George,1.1,Travelers
242,Daniel Floyd,2.7,Auto-Owners Insurance
040,Rachel McKinney,2.5,Kemper
058,Ethel Patterson,2.9,USAA
349,Olga McKinney,1.5,Liberty Mutual
610,Billy Rivera,3.0,Allstate Corp
628,Nannie Oliver,1.0,Travelers
409,Gary Gill,2.7,Auto-Owners Insurance
435,Viola Fisher,2.0,Kemper
880,Lettie Day,2.7,Progressive
708,Marcus Watts,2.7,Travelers
603,Francis Gardner,2.1,Liberty Mutual
142,Chris Ramirez,2.5,Progressive
118,Amy Long,2.0,Auto-Owners Insurance
572,Luella Briggs,2.6,Liberty Mutual
659,Leo Sims,2.4,Kemper
279,Beulah Gross,2.4,Travelers
967,Allen Bryant,2.6,Progressive
712,Seth Rodgers,4.0,Travelers
474,Alex Torres,1.5,Kemper
000,Maggie Fuller,2.4,Travelers
510,Willie Farmer,1.1,Liberty Mutual
818,Mollie Hardy,2.3,Auto-Owners Insurance
283,Roxie Soto,2.7,Auto-Owners Insurance
259,Erik Reese,1.5,Auto-Owners Insurance
635,Frank Singleton,3.0,Auto-Owners Insurance
035,Lloyd McKenzie,2.6,USAA
233,Oscar Santiago,2.3,Liberty Mutual
231,Benjamin Chavez,2.1,State Farm
036,Jeremy Rice,2.3,State Farm
476,Hulda Pierce,2.2,Liberty Mutual
607,Agnes Walsh,4.0,State Farm
526,Jennie Cox,2.5,Auto-Owners Insurance
574,Lora Ward,1.3,Allstate Corp
439,Louis Collins,2.4,Liberty Mutual
331,Sadie Goodman,1.3,Liberty Mutual
581,Birdie Hawkins,2.1,Progressive
614,Donald Ward,1.2,State Farm
515,Ollie Harrington,2.1,Auto-Owners Insurance
472,Ruby Francis,1.0,State Farm
451,Kate Sharp,2.7,Auto-Owners Insurance
154,Ethan Scott,2.1,Kemper
092,Mable Byrd,1.2,Allstate Corp
082,Lawrence Romero,1.5,Auto-Owners Insurance
044,Carl McKinney,1.2,Liberty Mutual
354,Gerald Bates,2.7,Liberty Mutual
250,Sarah Sherman,1.3,Allstate Corp
019,George Black,4.0,Progressive
464,Nicholas Lambert,4.0,Travelers
495,Samuel Bush,1.5,Auto-Owners Insurance
532,Janie Aguilar,2.3,USAA
773,Jared Powers,1.1,Kemper
618,Verna Barton,1.3,Liberty Mutual
185,Lula Holt,2.7,Kemper
981,Kenneth Green,1.1,State Farm
945,Dylan Welch,2.9,Auto-Owners Insurance
695,Cecilia Ryan,2.2,Auto-Owners Insurance
601,Ella Silva,4.0,USAA
335,Jason Sharp,1.5,Liberty Mutual
271,Brian Smith,2.1,Kemper
360,Gerald Stokes,2.0,Travelers
671,Darrell Jenkins,2.9,Travelers
851,Juan Frank,3.0,State Farm
140,Jimmy Welch,2.1,Allstate Corp
853,Myrtie Chandler,1.0,Progressive
027,Cameron Stevenson,2.4,Kemper
675,Abbie Romero,2.3,Travelers
822,Cole Watkins,2.5,Travelers
277,Alan Lambert,2.5,State Farm
512,Lydia Bridges,1.1,Progressive
712,Lois Barrett,2.5,Travelers
392,Chester Nichols,1.1,Progressive
855,Leona McDaniel,2.7,USAA
245,Nannie Lane,1.0,Kemper
203,Helena Hunter,3.0,Auto-Owners Insurance
335,Milton Ellis,2.0,Kemper
959,Edward Bradley,1.0,Auto-Owners Insurance
134,Eva Wise,2.0,State Farm
881,Olga Porter,2.0,Allstate Corp
422,Kathryn Mason,1.1,State Farm
625,Christian Marshall,2.6,Liberty Mutual
461,Troy Wilkins,4.0,Allstate Corp
617,Edward Weber,1.3,State Farm
373,Lenora Alexander,2.1,Allstate Corp
576,Lelia Murray,2.4,Travelers
236,Marvin Chandler,2.0,Liberty Mutual
889,Earl Thomas,2.3,Progressive
466,Tommy Gordon,2.9,State Farm
388,Jesus Riley,4.0,Kemper
061,Harriett Bradley,2.6,Auto-Owners Insurance
060,Gregory Copeland,2.7,USAA
499,Gary Ramos,2.5,State Farm
379,John Gregory,2.2,Liberty Mutual
905,Mollie Greene,4.0,State Farm
919,Celia Cummings,1.5,USAA
746,Martha Gross,1.0,Allstate Corp
236,Hulda White,2.9,USAA
662,Clyde Curtis,2.2,Kemper
533,Jesus Wilkerson,2.5,Allstate Corp
090,Leah Moore,1.2,Liberty Mutual
400,Madge Garrett,2.3,Travelers
303,Owen Hopkins,1.3,Travelers
409,Chase Oliver,2.0,Allstate Corp
848,Mabel Cunningham,2.6,USAA
418,Kyle Duncan,2.4,Liberty Mutual
511,Carlos Garrett,2.3,USAA
669,Bertha Brown,2.3,USAA
091,Marian Holloway,2.7,State Farm
939,Louis Fernandez,1.0,Allstate Corp
281,Lou Francis,1.2,Auto-Owners Insurance
571,Johanna Willis,2.6,USAA
178,Jimmy Armstrong,2.5,Progressive
813,Minerva Gilbert,2.7,Travelers
812,Christine Bridges,1.5,Progressive
267,Cornelia Chavez,2.7,Kemper
020,Jimmy Norris,3.0,Allstate Corp
423,Jane Alvarez,2.6,USAA
026,Addie Chavez,2.5,State Farm
719,Helen Schmidt,2.4,Travelers
389,Ora Medina,2.0,State Farm
688,Lura Roy,2.2,Travelers
378,Isabelle Fowler,2.1,Kemper
851,Georgie Wallace,2.6,Allstate Corp
022,Hilda Burke,1.3,Allstate Corp
543,Connor Waters,2.5,Allstate Corp
059,Lula Reyes,2.7,Kemper
470,Bill Parks,2.4,Liberty Mutual
691,Oscar Adams,1.0,Liberty Mutual
980,Wayne Brown,2.6,Kemper
450,Carolyn Abbott,2.7,Auto-Owners Insurance
324,Mason King,2.7,Travelers
606,Keith Maxwell,2.4,Progressive
951,Harriett Griffith,1.3,Allstate Corp
951,Milton Newton,2.6,State Farm
968,Jayden Wilkerson,2.4,State Farm
703,Mike Bowman,2.1,Travelers
967,Hettie Bryant,1.1,Kemper
382,Delia Stokes,2.6,Kemper
376,Antonio Morris,1.5,USAA
062,Marian Holloway,2.7,Kemper
986,Hester Roberson,4.0,Progressive
838,Susie Kelley,2.6,Kemper
942,Eva Garcia,1.5,USAA
244,Arthur Weber,1.5,Auto-Owners Insurance
716,Winnie Wright,3.0,Kemper
479,Barbara Dennis,2.9,Travelers
480,Louis Harmon,1.0,Travelers
125,Eugenia Hoffman,1.0,Kemper
569,Daisy Perry,1.1,Travelers
980,Jared Saunders,2.2,Progressive
191,Micheal McBride,1.2,Allstate Corp
339,Carrie Valdez,1.0,Liberty Mutual
915,Laura Warner,2.3,Travelers
062,Betty Bush,3.0,Allstate Corp
789,Fred Lawson,2.9,State Farm
199,Arthur Casey,1.3,Auto-Owners Insurance
710,Nathaniel Lowe,1.3,Travelers
174,Gabriel Briggs,2.7,Progressive
461,Manuel Gomez,1.3,USAA
635,Chester Paul,2.7,Allstate Corp
570,Catherine Richards,2.6,Travelers
815,Sallie Morton,1.5,USAA
863,Todd Murray,3.0,Progressive
471,Della Mullins,3.0,Kemper
996,Allie Allison,2.1,State Farm
417,Louisa Fowler,1.2,Travelers
520,Sylvia Ray,1.0,USAA
577,Katherine Bates,2.5,Liberty Mutual
381,Connor Watson,4.0,Kemper
594,Jesse Hill,1.0,State Farm
626,Mattie Schwartz,1.0,State Farm
545,Manuel Dawson,1.1,Kemper
616,Victoria Hunter,1.2,Kemper
747,Isaiah Hammond,1.0,Travelers
009,Eunice Carson,1.5,USAA
492,Blanche Nelson,2.4,Allstate Corp
181,Hilda Klein,1.1,Allstate Corp
216,Mable Howell,2.6,Kemper
072,Glen Neal,1.1,Auto-Owners Insurance
273,Clarence Wagner,2.5,Liberty Mutual
457,Ivan Soto,2.3,State Farm
732,Noah Brooks,2.5,Progressive
481,Kyle Lowe,2.9,Liberty Mutual
325,Allen Willis,1.5,Kemper
934,Bess Casey,1.1,USAA
988,Georgia Elliott,2.0,Travelers
882,Alejandro Cross,2.5,Auto-Owners Insurance
959,Maude Morris,2.7,Auto-Owners Insurance
596,Richard Glover,2.6,Travelers
983,Lillie Schneider,2.6,State Farm
575,Edwin Nichols,1.2,Liberty Mutual
474,Violet Goodman,1.5,State Farm
732,George Valdez,3.0,Progressive
038,Steven Bryan,1.3,Auto-Owners Insurance
140,Terry Pearson,2.4,Progressive
424,Julia Miller,4.0,Liberty Mutual
976,Pearl Guerrero,2.5,Liberty Mutual
674,Eugenia Blair,2.0,Liberty Mutual
759,Tillie Chandler,1.5,Travelers
744,Nicholas Holmes,2.3,Liberty Mutual
000,Lola Bell,1.2,Progressive
107,Pearl Stephens,2.3,Progressive
378,Evelyn Burgess,1.2,Kemper
851,Caroline Ward,2.7,Progressive
454,Jeffrey Ryan,2.3,State Farm
346,Alta Cunningham,1.1,Liberty Mutual
388,Terry Day,2.0,Allstate Corp
610,Harry James,1.2,USAA
903,Francis Henderson,1.5,Travelers
700,Allie Cooper,1.3,State Farm
116,Bruce Hamilton,1.3,Kemper
632,Martha Elliott,2.4,Auto-Owners Insurance
211,Bill Norris,1.1,State Farm
188,Sarah Henderson,4.0,Auto-Owners Insurance
168,Lucinda Schwartz,1.0,Allstate Corp
356,Lora Jackson,2.5,Progressive
243,Carolyn Goodman,2.2,Kemper
425,Jennie Oliver,4.0,Kemper
921,Nathaniel Hopkins,1.5,Travelers
319,Jack Mullins,2.7,Travelers
891,Jean Lawson,1.1,USAA
472,Lillian Stevens,2.7,Travelers
593,Helena Davidson,3.0,Progressive
081,Nancy Valdez,1.0,Kemper
074,Linnie Pope,1.5,Liberty Mutual
407,Roy Payne,2.7,State Farm
585,Gordon Rose,3.0,Kemper
690,Adeline Gonzalez,2.5,Travelers
156,Randall Sherman,2.4,Kemper
813,Cora McBride,2.1,USAA
965,Marguerite Carter,2.9,Liberty Mutual
245,Cordelia Pierce,1.1,Kemper
002,Lewis Caldwell,2.5,Progressive
822,Mollie Luna,2.5,State Farm
318,Adrian Delgado,2.9,Liberty Mutual
796,Johanna Day,2.4,Progressive
832,Milton Lewis,2.7,Kemper
262,Gavin Black,3.0,Travelers
014,Dennis Watkins,2.7,State Farm
670,Alejandro Simpson,1.5,Auto-Owners Insurance
859,Bradley Harris,2.3,Liberty Mutual
422,Beatrice Valdez,2.3,Auto-Owners Insurance
166,Edna Mack,2.5,State Farm
287,Devin Spencer,2.7,Liberty Mutual
300,Earl Barker,2.9,USAA
737,Mathilda Price,1.5,Allstate Corp
474,Cecelia Hansen,2.0,Allstate Corp
569,Jeremy Potter,1.5,Travelers
067,Abbie Silva,2.5,State Farm
494,Barbara Mann,2.0,Auto-Owners Insurance
592,Carrie Daniel,2.1,State Farm
963,Don Day,2.0,Travelers
880,Laura Ryan,2.1,Kemper
888,Cory Little,2.6,Liberty Mutual
259,Steven Harrington,2.6,Liberty Mutual
199,Jay Cain,1.1,State Farm
534,Jessie Jefferson,1.1,USAA
599,Mike Diaz,3.0,Progressive
595,Rosetta Nichols,2.6,Allstate Corp
145,Loretta Lamb,2.7,Allstate Corp
412,Virgie Franklin,1.1,Kemper
136,Maria Rowe,2.7,Progressive
225,Susie Burns,2.1,Allstate Corp
721,Thomas Fitzgerald,1.0,Liberty Mutual
022,Ethan Coleman,3.0,Travelers
055,Louisa Baker,2.2,State Farm
041,Phillip Morgan,2.2,USAA
507,Max Soto,1.0,Progressive
945,Theodore Lewis,2.7,Allstate Corp
907,Georgia Armstrong,1.3,Progressive
297,Jim Pearson,2.6,Allstate Corp
515,Sarah Bradley,2.0,Kemper
568,Mae Clarke,1.2,Liberty Mutual
302,Norman Jackson,2.9,Travelers
076,Victoria Zimmerman,2.6,USAA
469,Frances Baker,2.2,USAA
971,Abbie Lee,1.1,State Farm
108,Angel Cole,2.3,Liberty Mutual
858,Jared Bradley,2.2,State Farm
970,Cecelia Steele,2.7,Kemper
857,Angel Christensen,3.0,Allstate Corp
166,Roxie Becker,4.0,State Farm
121,Dustin Wong,2.4,Progressive
101,Johnny Carr,2.1,Auto-Owners Insurance
291,Benjamin Dunn,1.3,Progressive
373,Aaron Wong,2.6,Kemper
255,Verna Warren,2.0,State Farm
673,Sallie Berry,1.3,Allstate Corp
258,Catherine Quinn,2.6,Progressive
269,Jeanette Ramirez,2.4,Liberty Mutual
651,Lura Phillips,1.2,Progressive
196,Annie Briggs,2.1,Allstate Corp
947,Edna Lowe,2.7,USAA
520,Aiden Cross,2.7,Liberty Mutual
069,Dominic Gibson,1.1,State Farm
893,Chris Curtis,1.3,Kemper
579,Kenneth Soto,1.2,USAA
307,Matilda Holland,4.0,USAA
420,Manuel Brooks,2.5,Allstate Corp
088,Tyler Gomez,2.0,State Farm
750,Dorothy Thornton,1.3,Auto-Owners Insurance
833,Sophia Collins,1.2,Progressive
303,Ann Higgins,2.0,Kemper
711,Ola Harris,1.1,Travelers
540,Ronald Porter,2.4,Allstate Corp
039,Willie Oliver,2.9,Liberty Mutual
480,Sara Rivera,2.0,Travelers
846,Ronald Bates,3.0,USAA
162,Lillie Buchanan,2.1,Kemper
570,Sallie Lane,2.1,Progressive
234,Cecilia Sharp,2.4,Auto-Owners Insurance
923,Viola Conner,4.0,Liberty Mutual
517,Jose Jacobs,2.4,USAA
302,Norman Wilkerson,1.0,State Farm
701,Travis Davidson,1.1,Kemper
127,William Gregory,1.1,State Farm
785,Louis Lynch,2.4,Progressive
653,Leah Parsons,2.2,USAA
538,Lucy Page,3.0,USAA
213,Dale Roberson,1.2,USAA
892,Chris Tucker,1.0,Auto-Owners Insurance
611,Erik Reed,1.1,Kemper
863,Jeremiah Alvarado,1.0,Travelers
839,Jon Powers,2.0,Liberty Mutual
156,Marguerite Townsend,2.1,Liberty Mutual
533,Cornelia Massey,2.0,USAA
514,Jason Marsh,2.0,Travelers
528,Chad Owen,2.2,Kemper
594,Isabelle Hunter,2.4,Liberty Mutual
168,Dennis Gutierrez,2.6,Travelers
624,Ellen Baldwin,2.4,Travelers
390,Katie Oliver,2.0,Allstate Corp
253,Sara Delgado,1.2,Auto-Owners Insurance
979,Evelyn Swanson,1.1,Kemper
164,Dale Weaver,2.5,Liberty Mutual
681,Lina Pearson,4.0,Liberty Mutual
786,Isaac Rivera,2.4,USAA
256,Mason Peters,1.3,State Farm
303,Seth Bell,2.4,USAA
396,Franklin Weber,3.0,Allstate Corp
439,Myra Leonard,2.2,USAA
955,Edna French,2.6,Kemper
743,Adeline Fletcher,2.6,Travelers
952,Matthew Cannon,1.0,Kemper
802,Lulu Jenkins,2.3,Kemper
198,Harriett Andrews,2.6,Liberty Mutual
736,Virginia Ortega,2.4,Allstate Corp
044,Alex Russell,2.3,Liberty Mutual
447,Inez Jenkins,3.0,Progressive
827,Myrtie Vasquez,1.5,Kemper
219,Raymond Norton,3.0,Travelers
659,Ethan Fuller,2.0,Progressive
743,Gilbert Dawson,1.5,Kemper
483,Joseph Cooper,2.6,State Farm
778,Marion Hoffman,1.0,Travelers
792,Cynthia Rice,2.0,State Farm
122,Thomas Chapman,2.9,Kemper
233,Ricky Horton,2.6,Auto-Owners Insurance
344,Beatrice Robinson,2.0,Travelers
374,Rachel Tate,2.0,Progressive
055,Lydia Shaw,4.0,Allstate Corp
857,Nora Lewis,2.6,Kemper
863,Katharine Rodriquez,1.2,USAA
163,Annie Foster,2.9,Travelers
108,Albert Gordon,2.0,Progressive
985,Bernard Weber,1.0,Kemper
866,Sadie Matthews,2.7,Auto-Owners Insurance
007,Olga Rice,1.3,USAA
302,Leila Patrick,1.0,Progressive
985,Nancy Walsh,1.3,Kemper
778,Joshua Taylor,2.4,Travelers
009,Carrie McCormick,2.1,Allstate Corp
774,Lenora Vargas,2.6,State Farm
650,Vera Hubbard,1.3,Allstate Corp
471,Nora Bell,3.0,Auto-Owners Insurance
131,Lora Davidson,2.6,Allstate Corp
193,Derek Boone,1.3,Travelers
811,Bernice Garner,2.4,Allstate Corp
208,Duane Mitchell,1.5,Allstate Corp
741,Douglas Henderson,2.4,Travelers
022,Hester Cruz,1.1,State Farm
553,Carolyn Haynes,2.1,State Farm
176,Kevin Atkins,2.5,State Farm
932,Jesse Franklin,1.3,USAA
478,Raymond Wilson,1.2,Kemper
340,Iva Cobb,4.0,State Farm
152,Elva Alvarez,2.1,Auto-Owners Insurance
635,Johanna Ruiz,2.2,USAA
331,Carrie Jacobs,2.0,Liberty Mutual
131,Violet Valdez,3.0,Auto-Owners Insurance
567,Mildred Bennett,1.5,Kemper
628,Allen Gardner,2.2,USAA
211,Olga Manning,1.3,Kemper
340,Amy Tyler,2.6,USAA
083,Lenora Walsh,2.7,Auto-Owners Insurance
928,Jennie Woods,3.0,Liberty Mutual
276,Emily Brock,3.0,Kemper
950,Nora Barrett,3.0,Kemper
490,Jesse Rodriquez,1.1,Kemper
982,Mina Cummings,2.4,Kemper
019,Alberta Robbins,2.0,Allstate Corp
895,Marc Austin,2.9,State Farm
960,Kathryn Carter,2.6,Progressive
977,Bernard Mills,2.4,Liberty Mutual
259,Annie Jones,1.3,Kemper
544,Lizzie Sims,2.5,Liberty Mutual
899,Elsie Palmer,1.2,Kemper
301,Hulda Kelley,1.5,Auto-Owners Insurance
709,Emily Hughes,4.0,USAA
952,Earl Salazar,4.0,Allstate Corp
925,Tommy McCormick,2.5,Travelers
019,Sam Jimenez,1.5,Allstate Corp
440,Eugene Peters,1.3,USAA
033,Shane Bass,2.2,USAA
517,Jessie Williamson,3.0,Progressive
079,Shane Beck,2.1,Allstate Corp
040,Mina Henry,2.5,Liberty Mutual
949,Hulda Lamb,3.0,Liberty Mutual
364,Josephine Welch,1.2,Travelers
604,Ora Taylor,4.0,USAA
943,Thomas Willis,1.3,Auto-Owners Insurance
674,Fred Flores,2.3,Progressive
875,Augusta Flowers,2.9,Auto-Owners Insurance
930,Amanda Perez,4.0,State Farm
342,Delia Delgado,4.0,USAA
112,Lela Russell,4.0,USAA
331,Dylan Frazier,2.4,Auto-Owners Insurance
868,Jonathan Becker,2.4,Liberty Mutual
968,Rhoda Wallace,2.4,Progressive
663,Danny Dawson,2.7,Kemper
732,Vernon Dawson,3.0,Progressive
850,Marian Hopkins,1.0,State Farm
533,Verna Perry,1.1,USAA
168,Connor French,1.3,Liberty Mutual
723,Herbert Guzman,2.2,Allstate Corp
970,Scott Hardy,2.6,Travelers
493,Winnie Walker,1.5,Liberty Mutual
403,Raymond Adkins,2.5,State Farm
672,Marian Pierce,2.6,Allstate Corp
556,Helen McCoy,2.2,Liberty Mutual
515,Randy Leonard,2.3,USAA
609,Joseph Perez,2.6,Kemper
994,Stanley Gardner,2.0,State Farm
813,Bertha McGee,2.5,Progressive
489,Bryan Reyes,1.5,Liberty Mutual
787,Isaiah Klein,2.2,Liberty Mutual
112,Rose Campbell,1.2,Liberty Mutual
669,Dustin Strickland,1.0,USAA
949,Don Brewer,1.0,Allstate Corp
135,Bryan Tucker,1.5,Travelers
925,Amelia Schultz,1.2,Kemper
252,Eva Ryan,4.0,USAA
406,Genevieve Flores,2.0,State Farm
597,Jayden Mendez,1.2,Kemper
718,Virginia Casey,2.7,Liberty Mutual
747,Hester Barber,2.0,Allstate Corp
293,Jerome Austin,2.6,Travelers
367,Sean Moody,1.2,Liberty Mutual
468,Leo Goodman,2.9,Allstate Corp
614,Catherine Sanders,1.1,Progressive
570,Bill Ortega,2.9,Travelers
964,Rebecca Wilson,2.3,Kemper
386,Alexander Silva,2.9,Auto-Owners Insurance
532,Amy Hughes,1.0,Allstate Corp
921,Matilda Flowers,2.4,Progressive
757,Ricky Warren,2.1,Kemper
964,Rodney Lawson,3.0,Kemper
221,Rosalie Larson,1.5,Travelers
805,Jeremy Paul,2.0,Progressive
526,Loretta Sparks,2.3,Kemper
470,Zachary Pratt,2.4,Kemper
496,Mittie Gray,2.3,Progressive
386,Blanche Perry,2.4,Liberty Mutual
775,Lina Dean,2.2,Progressive
518,Hallie Goodman,1.5,Kemper
521,Mae Gregory,4.0,Progressive
745,Edgar Buchanan,2.3,Travelers
776,Ella Rowe,2.2,Progressive
402,Dorothy Allison,2.1,Liberty Mutual
681,Nancy Walters,2.6,USAA
291,Brett Young,2.2,Progressive
383,Cole George,4.0,Travelers
825,Sean Carr,2.4,Kemper
713,Josie Robbins,2.1,USAA
166,Jeffery Reynolds,3.0,State Farm
513,Marguerite Ferguson,2.0,Allstate Corp
611,Christina Kelly,2.5,State Farm
075,Georgie Christensen,2.3,Allstate Corp
799,Herman Baker,2.6,Progressive
342,Della Parker,2.2,Liberty Mutual
903,Jessie Wagner,2.4,Kemper
019,Derrick Martinez,1.3,Kemper
042,Joshua Burgess,1.2,Kemper
643,Jacob Huff,2.1,Auto-Owners Insurance
128,Zachary Logan,3.0,Travelers
977,Keith Barker,1.2,Allstate Corp
666,Pearl Lane,2.7,Kemper
271,Katherine Graves,1.3,USAA
498,Loretta Newton,2.9,Auto-Owners Insurance
504,Pauline Becker,2.5,Kemper
847,Inez Riley,2.0,Progressive
716,Marian Clayton,1.1,Travelers
072,Glenn Bryan,4.0,USAA
074,Melvin Figueroa,1.1,USAA
622,Chad Jordan,1.3,Progressive
359,Sean Woods,2.2,USAA
445,Roxie Jimenez,2.9,Travelers
988,Olga Atkins,1.1,Liberty Mutual
469,Helen Bailey,2.5,Liberty Mutual
196,Lloyd McDaniel,2.1,Travelers
394,Willie Ross,2.0,Liberty Mutual
782,Micheal Herrera,1.0,Allstate Corp
272,Polly Burgess,1.0,Kemper
543,Lola Herrera,2.2,Liberty Mutual
789,Eugene Powell,2.9,USAA
902,Winifred Sanders,1.0,Progressive
832,Cecelia Becker,2.4,State Farm
004,Christopher Webster,2.7,Progressive
268,Roy Stewart,2.7,Kemper
332,Nora Todd,3.0,Progressive
215,Nannie Thomas,2.4,USAA
124,George Fuller,2.5,State Farm
594,Sam Nelson,1.2,Progressive
678,Rosie Medina,2.2,State Farm
906,Cecelia Fitzgerald,4.0,Liberty Mutual
938,Ryan Silva,2.1,Liberty Mutual
152,Bobby Jordan,2.1,USAA
491,Samuel Doyle,2.2,Progressive
130,Randall West,2.3,Kemper
088,Sophie Neal,2.1,Allstate Corp
988,Cameron Howell,2.0,USAA
